Accident year,Accident severity,Region,Ons code,Speed limit,Light condition,Weather condition,Road surface,Accidents
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine no high winds,Wet or damp,347
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine no high winds,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine no high winds,Frost or ice,19
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Raining no high winds,Dry,7
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Raining no high winds,Wet or damp,313
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Raining no high winds,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Snowing no high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Snowing no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Snowing no high winds,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Snowing no high winds,Frost or ice,2
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine + high winds,Dry,26
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine + high winds,Wet or damp,11
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fine + high winds,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Raining + high winds,Wet or damp,17
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fog or mist,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fog or mist,Wet or damp,5
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Fog or mist,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Other,Dry,14
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Other,Wet or damp,11
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Daylight,Other,Frost or ice,2
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Unknown,Dry,11
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Unknown,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine no high winds,Unknown,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,609
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,233
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine no high winds,Frost or ice,13
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,206
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Raining no high winds,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Snowing no high winds,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine + high winds,Dry,5
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fine + high winds,Wet or damp,11
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,22
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Fog or mist,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Other,Dry,4
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Other,Wet or damp,20
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights lit,Other,Frost or ice,5
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,12
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,7
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights unlit,Raining no high winds,Wet or damp,6
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights unlit,Raining + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lights unlit,Fog or mist,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - no lighting,Fine no high winds,Dry,10
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - no lighting,Fine no high winds,Wet or damp,6
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - no lighting,Raining no high winds,Wet or damp,9
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - no lighting,Raining + high winds,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - no lighting,Other,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lighting unknown,Unknown,Dry,7
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lighting unknown,Fine no high winds,Dry,30
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,5
2019,Slight,Yorkshire and the Humber,E12000003,21-30 mph,Darkness - lighting unknown,Other,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Unknown,Dry,6
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Unknown,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fine no high winds,Dry,409
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fine no high winds,Wet or damp,49
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fine no high winds,Frost or ice,5
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Raining no high winds,Dry,2
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Raining no high winds,Wet or damp,59
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Snowing no high winds,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fine + high winds,Dry,6
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fine + high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Raining + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fog or mist,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Fog or mist,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Other,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Daylight,Other,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Unknown,Dry,3
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fine no high winds,Dry,84
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fine no high winds,Wet or damp,39
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fine no high winds,Frost or ice,2
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Raining no high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Raining no high winds,Wet or damp,22
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Snowing no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Snowing no high winds,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fine + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Raining + high winds,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Fog or mist,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Other,Dry,2
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights lit,Other,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights unlit,Fine no high winds,Dry,2
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lights unlit,Raining no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - no lighting,Unknown,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - no lighting,Fine no high winds,Dry,9
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - no lighting,Fine no high winds,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - no lighting,Raining no high winds,Wet or damp,5
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lighting unknown,Fine no high winds,Dry,3
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lighting unknown,Fine no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,31-40 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Fine no high winds,Dry,73
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Fine no high winds,Wet or damp,11
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Raining no high winds,Wet or damp,12
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Snowing no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Snowing no high winds,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Fine + high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Fine + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Raining + high winds,Flood over 3cm. deep,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Other,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Daylight,Other,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights lit,Fine no high winds,Dry,10
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights lit,Fine no high winds,Wet or damp,10
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights lit,Raining no high winds,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights lit,Snowing + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights lit,Other,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights unlit,Fine no high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lights unlit,Raining no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - no lighting,Fine no high winds,Dry,7
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - no lighting,Fine no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - no lighting,Raining no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - no lighting,Fine + high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - no lighting,Raining + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,41-50 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Unknown,Dry,4
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Unknown,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fine no high winds,Dry,383
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fine no high winds,Wet or damp,82
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fine no high winds,Frost or ice,8
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Raining no high winds,Dry,2
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Raining no high winds,Wet or damp,63
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Snowing no high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Snowing no high winds,Snow,2
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Snowing no high winds,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fine + high winds,Dry,5
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fine + high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Raining + high winds,Wet or damp,6
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fog or mist,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fog or mist,Wet or damp,6
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Fog or mist,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Other,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Other,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Daylight,Other,Snow,2
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights lit,Fine no high winds,Dry,16
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights lit,Fine no high winds,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights lit,Raining no high winds,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights lit,Fog or mist,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights lit,Other,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights unlit,Fine no high winds,Dry,5
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lights unlit,Fog or mist,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Unknown,Unknown,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Unknown,Dry,2
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Unknown,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine no high winds,Dry,51
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine no high winds,Wet or damp,47
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine no high winds,Frost or ice,6
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine no high winds,Flood over 3cm. deep,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Raining no high winds,Wet or damp,26
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Snowing no high winds,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine + high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fine + high winds,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Raining + high winds,Wet or damp,6
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fog or mist,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fog or mist,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Fog or mist,Frost or ice,2
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - no lighting,Other,Frost or ice,4
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,51-60 mph,Darkness - lighting unknown,Raining no high winds,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Fine no high winds,Dry,63
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Fine no high winds,Wet or damp,9
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Raining no high winds,Wet or damp,8
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Fine + high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Daylight,Raining + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - lights lit,Fine no high winds,Dry,2
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - lights lit,Fine no high winds,Wet or damp,2
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - lights lit,Raining no high winds,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - lights unlit,Raining + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Fine no high winds,Dry,9
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Fine no high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Fine no high winds,Frost or ice,1
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Raining no high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,61-70 mph,Darkness - no lighting,Raining no high winds,Flood over 3cm. deep,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Unknown,Dry,2
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine no high winds,Dry,191
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine no high winds,Wet or damp,21
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Raining no high winds,Wet or damp,21
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Raining no high winds,Flood over 3cm. deep,3
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine + high winds,Dry,3
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fine + high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Raining + high winds,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Fog or mist,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Daylight,Other,Snow,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Fine no high winds,Dry,19
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Fine no high winds,Wet or damp,13
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Raining no high winds,Wet or damp,17
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Raining no high winds,Flood over 3cm. deep,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Snowing no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Fine + high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights lit,Raining + high winds,Wet or damp,4
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights unlit,Fine no high winds,Dry,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lights unlit,Raining no high winds,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Fine no high winds,Dry,14
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Fine no high winds,Wet or damp,14
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Fine no high winds,Flood over 3cm. deep,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Raining no high winds,Wet or damp,13
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Raining + high winds,Flood over 3cm. deep,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Fog or mist,Wet or damp,1
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - no lighting,Other,Wet or damp,3
2019,Slight,Yorkshire and the Humber,E12000003,Motorway,Darkness - lighting unknown,Fine no high winds,Dry,2
2019,Slight,East Midlands,E12000004,1-20 mph,Daylight,Unknown,Unknown,1
2019,Slight,East Midlands,E12000004,1-20 mph,Daylight,Fine no high winds,Dry,33
2019,Slight,East Midlands,E12000004,1-20 mph,Daylight,Fine no high winds,Wet or damp,4
2019,Slight,East Midlands,E12000004,1-20 mph,Daylight,Raining no high winds,Wet or damp,3
2019,Slight,East Midlands,E12000004,1-20 mph,Daylight,Fine + high winds,Dry,1
2019,Slight,East Midlands,E12000004,1-20 mph,Daylight,Other,Dry,3
2019,Slight,East Midlands,E12000004,1-20 mph,Daylight,Other,Wet or damp,1
2019,Slight,East Midlands,E12000004,1-20 mph,Darkness - lights lit,Fine no high winds,Dry,5
2019,Slight,East Midlands,E12000004,1-20 mph,Darkness - lights lit,Fine no high winds,Wet or damp,1
2019,Slight,East Midlands,E12000004,1-20 mph,Darkness - lights lit,Raining no high winds,Wet or damp,4
2019,Slight,East Midlands,E12000004,1-20 mph,Darkness - lights lit,Other,Dry,1
2019,Slight,East Midlands,E12000004,1-20 mph,Darkness - lighting unknown,Unknown,Unknown,1
2019,Slight,East Midlands,E12000004,1-20 mph,Darkness - lighting unknown,Fine no high winds,Dry,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Unknown,50
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Dry,86
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Wet or damp,17
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Frost or ice,2
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Unknown,Flood over 3cm. deep,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Unknown,7
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Dry,2220
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Wet or damp,229
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Frost or ice,20
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fine no high winds,Flood over 3cm. deep,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Raining no high winds,Dry,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Raining no high winds,Wet or damp,289
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Raining no high winds,Snow,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Raining no high winds,Flood over 3cm. deep,2
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Snowing no high winds,Wet or damp,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Snowing no high winds,Frost or ice,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fine + high winds,Dry,12
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fine + high winds,Wet or damp,3
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Raining + high winds,Wet or damp,17
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fog or mist,Dry,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Fog or mist,Wet or damp,1
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Other,Dry,38
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Other,Wet or damp,28
2019,Slight,East Midlands,E12000004,21-30 mph,Daylight,Other,Frost or ice,9
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Unknown,Unknown,14
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Unknown,Dry,24
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Unknown,Wet or damp,11
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Unknown,Flood over 3cm. deep,1
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Unknown,7
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Dry,464
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Wet or damp,147
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine no high winds,Frost or ice,6
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining no high winds,Dry,2
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining no high winds,Wet or damp,139
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining no high winds,Frost or ice,1
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining no high winds,Flood over 3cm. deep,1
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Snowing no high winds,Snow,3
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Snowing no high winds,Frost or ice,2
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine + high winds,Dry,4
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fine + high winds,Wet or damp,3
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Raining + high winds,Wet or damp,11
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fog or mist,Dry,2
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fog or mist,Wet or damp,3
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Fog or mist,Frost or ice,1
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Dry,8
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Wet or damp,26
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights lit,Other,Frost or ice,4
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Unknown,Dry,2
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Fine no high winds,Dry,7
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Fine no high winds,Wet or damp,5
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Fine no high winds,Frost or ice,2
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Raining no high winds,Wet or damp,3
2019,Slight,East Midlands,E12000004,21-30 mph,Darkness - lights unlit,Fine + high winds,Wet or damp,1
